N;FROMYEAR;STA_FROMDATETIME;VESS_SIGNAL;VESS_NAME;VESS_DISTRICT;TYPE;STA_SAMPTYPE_CODENOID;SAMPTYPE_NAMEENG;STA_SUBDIV_SUBDIV;SUBNAMN;STA_ICESRECT_RUTA;LATSTART_DEG;LONGSTART_DEG;LATSTOP_DEG;LONGSTOP_DEG;STA_DURATION;STA_SPEED;STA_DIST;STA_COURSE;STA_BOTSTART;STA_BOTSTOP;STA_BOTMAX;STA_BOTAVG;GEARMOD_REDSKAP_REDSKKOD;REDSKENG;GEARMOD_NAMEENG;STA_SELECTIONDEVICE;STA_SELECTIONDEVICEMESH;STA_HEADROPEDEPTHMAX;STA_HEADROPEDEPTHMIN;STA_FOOTROPEDEPTH;TOTD_NAMEENG;TOTD_AREA;STA_SWEEPLENGTH;STA_STROPLENGTHDOORFLOATS;STAVALCODE_DESCENG;index;Lat1;Lon1;LATDD;LONGDD;Size.final..m.;Size.final..foot.;Horizontal.opening..m.;Fishing line (foot);Swep both side (after formula) (meter);Swep.both.side..after.formula...foot.;sweep both sides (foot);Swept.area;RSA;RS
4784;2007;2007-10-09 11:45;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;30;Sub-30 (Bottenhavet);5064;60 56,279;19 24,786;60 58,595;19 19,773;60;3.4;3.4;313;116;119;;121;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2007.560;6056.279;1924.786;60.938;19.413;0;0;0;;0;0;;0;;0.9
4785;2007;2007-10-05 06:35;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;30;Sub-30 (Bottenhavet);5163;61 07,357;18 04,035;61 05,657;18 03,600;30;3.4;1.7;187;70;68;;71;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2007.550;6107.357;1804.035;61.123;18.067;0;0;0;;0;0;;0;;0.9
4786;2012;2012-10-10 13:06;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;30;Sub-30 (Bottenhavet);5564;63 12,130;19 40,470;63 11,970;19 35,180;40;3.6;2.3;266;151;156;;140;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;0;0;;;;DAN greens flyt;6;104;;Valid;OXBH.2012.39;6312.13;1940.47;63.202;19.675;0;0;0;;0;0;;0;;0.8
4787;1991;1991-03-23 06:05;SEPI;ARGOS;;Research vessel;6;BITS;24;Sub-24 (Östersjön-Västra);3859;54 36,850;14 25,530;54 38,160;14 20,810;60;3.1;3.1;300;;;;28;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;185;;Valid;SEPI.1991.100;5436.85;1425.53;54.614;14.426;112.7129747;369.793224;16.949928;83;95.76304669;314.183224;1213.910761;0.628938399;0.72;1
4788;1998;1998-02-24 06:18;SEPI;ARGOS;;Research vessel;6;BITS;24;Sub-24 (Östersjön-Västra);3958;55 11,490;13 14,900;55 10,529;13 17,369;30;3.5;1.74;999;41;42;;41;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;225;;Valid;SEPI.1998.195;5511.49;1314.9;55.192;13.248;133.4184983;437.7247319;16.949928;83;116.4685703;382.1147319;1476.377953;0.74447522;0.61;0.9
4789;1993;1993-03-22 15:08;SEPI;ARGOS;;Research vessel;6;BITS;24;Sub-24 (Östersjön-Västra);3958;55 12,779;13 38,959;55 12,649;13 33,709;60;3;3;270;;;;45;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;;;50;;Valid;SEPI.1993.86;5512.779;1338.959;55.213;13.649;58.55646451;192.1143849;32.67456;160;25.88190451;84.91438488;328.0839895;0.326745072;1.39;1
4790;1997;1997-11-19 06:32;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);3961;55 17,899;16 01,599;55 19,399;16 03,000;30;3.3;1.7;30;;;;90;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;225;;Valid;SEPI.1997.738;5517.899;1601.599;55.298;16.027;133.4184983;437.7247319;16.949928;83;116.4685703;382.1147319;1476.377953;0.74447522;0.61;0.9
4791;2009;2009-11-26 09:43;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4059;55 39,462;14 32,550;55 39,984;14 30,531;20;3.7;1.26;295;52;50;;52;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;;;60;;ADDITIONAL VALID STATIONS NOT USED FOR INDEX CALCULATIONS;SEPI.2009.746;5539.462;1432.55;55.658;14.543;63.73284541;209.0972619;32.67456;160;31.05828541;101.8972619;393.7007874;0.355629277;1.28;0.8
4792;2001;2001-11-23 06:49;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4061;55 50,259;16 11,479;55 50,459;16 08,859;30;2.9;1.53;277;60;59;;59;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2001.605;5550.259;1611.479;55.838;16.191;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
4793;2013;2013-03-02 10:33;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4061;55 45,750;16 39,920;55 46,650;16 38,820;22;3;1.09;325;56;55;;55.4;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2013.75;5545.75;1639.92;55.763;16.665;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
4794;2005;2005-11-23 11:14;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4062;55 58,440;17 35,080;55 59,940;17 35,150;30;3;1.5;360;57;57;;57;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;"Thyborön 100""";4;75;;Valid;SEPI.2005.609;5558.44;1735.08;55.974;17.585;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
4795;1997;1997-03-04 16:02;SEPI;ARGOS;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4063;55 33,200;18 24,300;55 34,399;18 21,900;30;3.7;1.83;311;91;92;;91;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;235;;Valid;SEPI.1997.202;5533.2;1824.3;55.553;18.405;138.5948792;454.7076089;16.949928;83;121.6449512;399.0976089;1541.994751;0.773359426;0.59;0.8
4796;2014;2014-02-14 13:18;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4162;56 05,990;17 38,330;56 07,440;17 39,200;30;3.1;1.53;18;53;54;;55.8;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2014.13;5605.99;1738.33;56.1;17.639;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
4797;1992;1992-08-18 13:20;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4162;56 03,049;17 44,020;56 05,229;17 47,099;60;3;3.2;30;;;;70;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;;;50;;Valid;SEPI.1992.117;5603.049;1744.02;56.051;17.734;58.55646451;192.1143849;32.67456;160;25.88190451;84.91438488;328.0839895;0.326745072;1.39;1
4798;2004;2004-11-17 12:11;SEPI;ARGOS;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4163;56 23,550;18 29,400;56 22,330;18 27,830;30;3;1.51;215;37;38;;37;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;"Thyborön 100""";4;75;;ADDITIONAL VALID STATIONS NOT USED FOR INDEX CALCULATIONS;SEPI.2004.731;5623.55;1829.4;56.393;18.49;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
4799;1992;1992-08-18 17:00;SEPI;ARGOS;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4163;56 13,600;18 25,900;56 14,770;18 28,510;40;2.9;1.8;40;;;;71;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;;;50;;Valid;SEPI.1992.118;5613.6;1825.9;56.227;18.432;58.55646451;192.1143849;32.67456;160;25.88190451;84.91438488;328.0839895;0.326745072;1.39;1
4800;2006;2006-10-11 07:00;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4263;56 37,140;18 53,060;56 38,740;18 51,800;31;3.5;1.8;336;85;69;;75;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2006.579;5637.14;1853.06;56.619;18.884;0;0;0;;0;0;;0;;0.9
4801;1991;1991-08-17 04:38;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4362;57 04,000;17 54,079;57 06,770;17 54,910;60;2.8;2.8;10;;;;74;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;185;;Valid;SEPI.1991.162;5704;1754.079;57.067;17.901;112.7129747;369.793224;16.949928;83;95.76304669;314.183224;1213.910761;0.628938399;0.72;1.1
4802;1994;1994-08-08 15:32;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4362;57 02,299;17 59,300;56 59,100;17 56,599;60;3.4;3.6;190;;;;68;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;180;;Valid;SEPI.1994.151;5702.299;1759.3;57.038;17.988;110.1247842;361.3017856;16.949928;83;93.17485624;305.6917856;1181.102362;0.614496296;0.74;0.9
4803;2007;2007-10-19 08:00;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4462;57 30,210;17 17,757;57 31,634;17 14,630;40;3.5;2.3;312;97;90;;93;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2007.600;5730.21;1717.757;57.504;17.296;0;0;0;;0;0;;0;;0.9
4804;2003;2003-10-06 13:01;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4464;57 37,590;19 38,430;57 37,580;19 35,370;31;3.2;1.66;269;108;98;;103;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;;;Invalid;SEPI.2003.593;5737.59;1938.43;57.627;19.641;0;0;0;;0;0;;0;;0.9
4805;1999;1999-11-30 09:25;SEPI;ARGOS;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4464;57 52,700;19 30,800;57 51,600;19 28,699;30;3.1;1.57;224;72;68;;70;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;;;100;;Valid;SEPI.1999.676;5752.7;1930.8;57.878;19.513;84.43836902;277.0287698;32.67456;160;51.76380902;169.8287698;656.167979;0.471166099;0.96;1
4806;2014;2014-02-15 07:19;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4564;58 03,030;19 26,780;58 04,560;19 26,290;30;3.1;1.56;350;78;70;;74.6;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2014.19;5803.03;1926.78;58.051;19.446;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
4807;1989;1989-10-24 07:50;Y4RB;EISBÄR;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4566;58 10,000;21 25,000;;;42;3.8;2.66;;;;;40;321;OTM Otter trawl midwater;OTM PELAGIC TRAWL FOR HERRING;0;0;;;;;;;;Valid;Y4RB.1989.76;5810;2125;58.167;21.417;0;0;0;;0;0;;0;;0.8
4808;1989;1989-10-23 15:00;Y4RB;EISBÄR;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4566;58 23,000;21 14,000;;;30;3.7;1.85;;;;;89;321;OTM Otter trawl midwater;OTM PELAGIC TRAWL FOR HERRING;0;0;40;27;;;;;;Valid;Y4RB.1989.75;5823;2114;58.383;21.233;0;0;0;;0;0;;0;;0.8
4809;2007;2007-10-11 18:13;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4663;58 36,410;18 36,105;58 34,698;18 35,235;30;3.6;1.8;194;191;184;;193;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2007.574;5836.41;1836.105;58.607;18.602;0;0;0;;0;0;;0;;0.8
4810;2007;2007-10-09 19:52;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;30;Sub-30 (Bottenhavet);5062;60 46,486;17 49,750;60 46,583;17 46,270;30;3.5;1.7;261;53;43;;49;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2007.563;6046.486;1749.75;60.775;17.829;0;0;0;;0;0;;0;;0.9
4811;2011;2011-09-30 07:05;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;30;Sub-30 (Bottenhavet);5264;61 38,280;19 44,020;61 37,120;19 48,850;40;3.9;2.6;117;88;94;;91;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;0;0;;;;DAN greens flyt;6;;;Invalid;OXBH.2011.722;6138.28;1944.02;61.638;19.734;0;0;0;;0;0;;0;;0.8
4812;2009;2009-09-29 04:49;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;30;Sub-30 (Bottenhavet);5265;61 34,700;20 29,490;61 37,850;20 32,800;63;3.4;3.6;27;114;111;;113;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2009.588;6134.7;2029.49;61.578;20.492;0;0;0;;0;0;;0;;0.9
4813;2010;2010-04-20 00:00;;;;;18;Planfish;27;Sub-27 (Östersjön-Väster om Gotland);4462;57 33,060;17 08,000;57 29,050;17 12,350;400;;;;88;77;;82.5;326;PTM Pair trawl midwater;PTM PAIR TRAWL HERRING;;16;;;;;;;;Valid;.2010.2;5733.06;1708;57.551;17.133;0;0;0;;0;0;;0;;
4814;1982;1982-11-17 12:30;SEPM;THETIS;;Swedish vessel;6;BITS;24;Sub-24 (Östersjön-Västra);3959;55 27,900;14 45,000;55 27,700;14 49,700;60;2.8;2.8;100;69;72;;70;319;OTB Otter trawl bottom;OTB BOTTOM TRAWL FOR COD;0;0;;;;;;135;;Valid;SEPM.1982.47;5527.9;1445;55.465;14.75;86.21842218;282.8688392;16.33728;80;69.88114218;229.2688392;885.8267717;0.481098796;0.94;1.1
4815;2010;2010-10-14 20:43;SCBD;SCANÖ;VK - 190;Swedish vessel;18;Planfish;27;Sub-27 (Östersjön-Väster om Gotland);4361;57 22,690;16 53,830;57 21,430;16 55,420;31;2.8;1.45;140;44;44;;44;321;OTM Otter trawl midwater;OTM PELAGIC TRAWL FOR HERRING;0;0;;;;;;25;;Valid;SCBD.2010.7;5722.69;1653.83;57.378;16.897;0;0;0;;0;0;;0;;1.1
4816;2009;2009-01-05 00:00;SMUY;KUNGSÖ;SIN - 59;Swedish vessel;80;Coastal Laboratory - DCF;25;Sub-25 (Östersjön-Södra centrala V);4061;55 31,390;16 36,330;;;;;;;;;;;312;OTB Otter trawl bottom;OTB OTTER TRAWL BOTTOM;1;110;;;;;;;;Valid;SMUY.2009.999;5531.39;1636.33;55.523;16.606;0;0;0;;0;0;;0;;
4817;2009;2009-08-13 00:00;SFB-2960;NORÖ;KR - 192;Swedish vessel;80;Coastal Laboratory - DCF;27;Sub-27 (Östersjön-Väster om Gotland);4362;57 14,000;17 08,000;;;;;;;;;;;;;;0;;;;;;;;;Valid;SFB-2960.2009.999;5714;1708;57.233;17.133;0;0;0;;0;0;;0;;
4818;2010;2010-01-27 00:05;SCPZ;VINGASKÄR AV STYRSÖ;GG - 500;Swedish vessel;18;Planfish;27;Sub-27 (Östersjön-Väster om Gotland);4462;57 33,590;17 04,230;57 34,420;17 04,190;6;3.2;0.32;;73;73;;73;321;OTM Otter trawl midwater;OTM PELAGIC TRAWL FOR HERRING;;;;;;;;50;;Valid;SCPZ.2010.5;5733.59;1704.23;57.56;17.071;0;0;0;;0;0;;0;;0.9
4819;2014;2014-06-08 00:00;SDQT;BRISTOL;GG - 229;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5065;60 57,000;20 33,000;;;;;;;;;;;321;OTM Otter trawl midwater;OTM PELAGIC TRAWL FOR HERRING;0;;;;;;;;;Valid;SDQT.2014.999;6057;2033;60.95;20.55;0;0;0;;0;0;;0;;
4820;2011;2011-04-25 00:00;SFB-6968;ÖRNÖ;HL - 4;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5262;61 40,000;17 36,000;;;480;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;;;;;;;;;;Valid;SFB-6968.2011.999;6140;1736;61.667;17.6;0;0;0;;0;0;;0;;
4821;2010;2010-07-06 19:34;SCBD;SCANÖ;VK - 190;Swedish vessel;18;Planfish;27;Sub-27 (Östersjön-Väster om Gotland);4361;57 00,070;16 45,530;56 59,550;16 44,990;15;3.2;0.8;;36;32;;34;321;OTM Otter trawl midwater;OTM PELAGIC TRAWL FOR HERRING;;;;;;;;25;;Valid;SCBD.2010.1;5700.07;1645.53;57.001;16.759;0;0;0;;0;0;;0;;0.9
4822;2013;2013-08-23 00:00;SFB-2741;ATHENA;HA - 26;Swedish vessel;80;Coastal Laboratory - DCF;31;Sub-31 (Bottenviken);6067;65 47,700;22 44,000;;;720;;;;;;;;726;GNS Gillnet set;GNS GILLNET SET;0;;;;;;;;;Valid;SFB-2741.2013.999;6547.7;2244;65.795;22.733;0;0;0;;0;0;;0;;
4823;1989;1989-11-07 12:48;Y4RB;EISBÄR;;Research vessel;2;Acoustics (BIAS, Hersur) ;26;Sub-26 (Östersjön-Södra centrala Ö);3864;54 48,000;19 04,000;;;30;3.5;1.75;;;;;103;321;OTM Otter trawl midwater;OTM PELAGIC TRAWL FOR HERRING;0;0;;;;;;;;Valid;Y4RB.1989.102;5448;1904;54.8;19.067;0;0;0;;0;0;;0;;0.9
4824;1990;1990-03-08 16:10;SEPI;ARGOS;;Research vessel;6;BITS;24;Sub-24 (Östersjön-Västra);3959;55 12,100;14 15,000;55 10,200;14 17,900;25;3.6;1.5;140;;;;50;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;DAN greens botten;7;50;;Valid;SEPI.1990.67;5512.1;1415;55.202;14.25;58.55646451;192.1143849;32.67456;160;25.88190451;84.91438488;328.0839895;0.326745072;1.39;0.8
4825;1990;1990-03-08 10:10;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);3959;55 27,299;14 49,300;55 27,399;14 46,300;30;3.6;1.8;270;;;;73;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;DAN greens botten;7;50;;Valid;SEPI.1990.64;5527.299;1449.3;55.455;14.822;58.55646451;192.1143849;32.67456;160;25.88190451;84.91438488;328.0839895;0.326745072;1.39;0.8
4826;2006;2006-11-30 07:30;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);3960;55 08,480;15 46,460;55 09,930;15 51,850;60;3.5;3.51;64;88;90;;89;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2006.717;5508.48;1546.46;55.141;15.774;0;0;0;;0;0;;0;;0.9
4827;2001;2001-03-07 14:27;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);3961;55 16,220;16 02,329;55 16,799;16 00,109;30;2.9;1.65;295;92;93;;92;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2001.215;5516.22;1602.329;55.27;16.039;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
4828;1980;1980-10-07 16:25;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;26;Sub-26 (Östersjön-Södra centrala Ö);3965;55 20,500;20 08,500;55 19,200;20 08,500;15;5.2;1.3;170;;;;50;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;;;Valid;SEPI.1980.64;5520.5;2008.5;55.342;20.142;0;0;0;;0;0;;0;;0.6
4829;2010;2010-11-15 08:17;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4059;55 42,832;14 25,114;55 42,428;14 22,537;30;3;1.51;255;37;36;;37;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2010.669;5542.832;1425.114;55.714;14.419;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
4830;1998;1998-10-12 05:16;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4059;55 42,100;14 23,890;55 41,259;14 26,939;30;3.9;2;115;;;;41;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;;;108;;Valid;SEPI.1998.595;5542.1;1423.89;55.702;14.398;0;0;0;;0;0;;0;;0.8
4831;1997;1997-11-24 14:11;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4060;55 35,779;15 16,199;55 35,569;15 13,339;30;3.3;1.65;252;73;74;;73;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;225;;Valid;SEPI.1997.751;5535.779;1516.199;55.596;15.27;133.4184983;437.7247319;16.949928;83;116.4685703;382.1147319;1476.377953;0.74447522;0.61;0.9
4832;2004;2004-03-17 15:18;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4060;55 41,350;15 04,890;55 41,610;15 07,540;30;3.1;1.54;80;65;64;;64;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;50;;Calibration;SEPI.2004.288;5541.35;1504.89;55.689;15.082;68.35883251;224.2743849;42.476928;208;25.88190451;84.91438488;328.0839895;0.381442285;1.19;1
4833;2007;2007-02-27 09:05;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4060;55 53,400;15 34,050;55 54,900;15 34,120;30;3;1.5;360;53;50;;51;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2007.190;5553.4;1534.05;55.89;15.568;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
4834;2004;2004-11-22 09:36;SEPI;ARGOS;;Research vessel;9;"Calibration of trawls 
";25;Sub-25 (Östersjön-Södra centrala V);4060;55 32,680;15 15,360;55 31,470;15 10,320;60;3.2;3.1;247;76;81;;78;323;OTM Otter trawl midwater;SELSTAD NORDTRAWL 1560 M;0;0;;;;DAN greens flyt;6;;;Calibration;SEPI.2004.739;5532.68;1515.36;55.545;15.256;0;0;0;;0;0;;0;;0.9
4835;1999;1999-03-03 12:25;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4061;55 34,500;16 25,500;55 33,700;16 28,300;30;3.5;1.8;115;;;;72;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;203;;Valid;SEPI.1999.202;5534.5;1625.5;55.575;16.425;122.0304603;400.3624026;16.949928;83;105.0805323;344.7524026;1332.020997;0.680929969;0.67;0.9
4836;1999;1999-03-03 08:03;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4061;55 52,200;16 01,699;55 52,299;16 04,699;30;3.4;1.77;87;;;;56;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;203;;Valid;SEPI.1999.200;5552.2;1601.699;55.87;16.028;122.0304603;400.3624026;16.949928;83;105.0805323;344.7524026;1332.020997;0.680929969;0.67;0.9
4837;1996;1996-03-01 06:15;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4061;55 44,200;16 03,099;55 44,299;15 59,599;30;3.8;1.9;271;;;;67;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;203;18;Valid;SEPI.1996.70;5544.2;1603.099;55.737;16.052;122.0304603;400.3624026;16.949928;83;105.0805323;344.7524026;1332.020997;0.680929969;0.67;0.8
4838;2013;2013-03-03 11:42;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4061;55 50,170;16 11,930;55 50,360;16 09,960;22;3.1;1.14;280;56;57;;57.1;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2013.81;5550.17;1611.93;55.836;16.199;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
4839;1994;1994-10-05 16:17;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4061;55 37,399;16 18,300;55 38,000;16 15,390;31;3.9;2;340;;;;80;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;53;36;;;;108;;Valid;SEPI.1994.221;5537.399;1618.3;55.623;16.305;0;0;0;;0;0;;0;;0.8
4840;1996;1996-10-17 05:01;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4061;55 40,600;16 28,599;55 42,799;16 32,300;45;4.1;3.1;43;;;;64;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;108;;Valid;SEPI.1996.168;5540.6;1628.599;55.677;16.477;0;0;0;;0;0;;0;;0.7
